user_id,birth_year,country,user_settings,plan
user_2501,1989,United Kingdom,1,Premium
user_2502,1993,Poland,0,Regular
user_2503,1985,Ireland,0,Regular
user_2504,1969,Portugal,0,Regular
user_2505,1991,United Kingdom,1,Regular
user_2506,1987,Poland,0,Regular
user_2507,1990,Poland,0,Regular
user_2508,1987,United Kingdom,0,Regular
user_2509,1990,Portugal,0,Regular
user_2510,1979,United Kingdom,0,Regular
user_2511,1976,Poland,1,Regular
user_2512,1976,United Kingdom,0,Regular
user_2514,1982,United Kingdom,0,Regular
user_2515,1989,United Kingdom,0,Regular
user_2516,1985,Estonia,0,Regular
user_2518,1994,Portugal,0,Regular
user_2519,1958,United Kingdom,0,Regular
user_2520,1975,Poland,0,Regular
user_2521,1996,France,0,Regular
user_2522,1990,Poland,0,Regular
user_2523,1976,Portugal,0,Regular
user_2524,1990,France,0,Regular
user_2525,1995,Poland,1,Special
user_2526,1995,Lithuania,0,Regular
user_2527,1986,Malta,1,Regular
user_2528,1978,United Kingdom,1,Regular
user_2529,1985,United Kingdom,0,Regular
user_2530,1980,Poland,0,Regular
user_2531,1991,France,0,Regular
user_2532,1983,United Kingdom,0,Regular
user_2533,1975,United Kingdom,0,Regular
user_2534,1983,Estonia,0,Regular
user_2535,1971,United Kingdom,0,Regular
user_2536,1998,Portugal,1,Regular
user_2537,1964,Portugal,0,Regular
user_2538,1957,Estonia,0,Regular
user_2539,1989,United Kingdom,0,Regular
user_2541,1991,United Kingdom,0,Regular
user_2542,1976,United Kingdom,0,Regular
user_2543,1987,United Kingdom,0,Regular
user_2544,1960,United Kingdom,0,Regular
user_2546,1986,United Kingdom,0,Regular
user_2547,1973,Lithuania,0,Regular
user_2548,1983,Estonia,0,Regular
user_2551,1988,Romania,0,Regular
user_2552,1982,Poland,0,Regular
user_2553,1990,United Kingdom,1,Regular
user_2554,1965,United Kingdom,0,Regular
user_2557,1956,United Kingdom,0,Regular
user_2558,1993,Estonia,0,Regular
user_2560,1984,Poland,0,Regular
user_2562,1985,Poland,0,Regular
user_2563,1999,United Kingdom,0,Regular
user_2564,1988,United Kingdom,0,Regular
user_2565,1992,United Kingdom,1,Regular
user_2566,1988,United Kingdom,0,Regular
user_2567,1977,United Kingdom,0,Regular
user_2569,1986,France,0,Regular
user_2570,1985,Poland,0,Regular
user_2571,1986,Poland,0,Regular
user_2572,1998,United Kingdom,0,Regular
user_2574,1989,Poland,0,Regular
user_2575,1978,United Kingdom,0,Regular
user_2576,1980,France,0,Regular
user_2577,1990,Poland,0,Regular
user_2578,1999,United Kingdom,0,Regular
user_2579,1988,Poland,1,Regular
user_2581,1995,France,0,Regular
user_2583,1976,United Kingdom,1,Regular
user_2584,1967,France,0,Regular
user_2585,1997,United Kingdom,0,Regular
user_2586,1993,Estonia,0,Regular
user_2587,1970,United Kingdom,0,Regular
user_2588,1995,United Kingdom,0,Regular
user_2589,1998,United Kingdom,0,Regular
user_2590,1992,United Kingdom,0,Regular
user_2591,1990,United Kingdom,0,Regular
user_2592,1968,United Kingdom,0,Regular
user_2594,1990,Poland,0,Regular
user_2595,1994,United Kingdom,0,Regular
user_2597,1986,France,0,Regular
user_2598,1996,United Kingdom,0,Regular
user_2599,1997,Lithuania,0,Regular
user_2600,1995,Poland,0,Regular
user_2601,1979,United Kingdom,0,Regular
user_2602,1985,United Kingdom,1,Regular
user_2603,1996,France,1,Premium
user_2604,1995,United Kingdom,0,Regular
user_2605,1991,Romania,0,Regular
user_2606,1986,Poland,0,Regular
user_2607,1998,United Kingdom,0,Regular
user_2608,1993,Poland,0,Regular
user_2609,1986,France,0,Regular
user_2612,1987,United Kingdom,0,Regular
user_2613,1988,United Kingdom,0,Regular
user_2615,1971,France,0,Regular
user_2616,1984,Malta,0,Regular
user_2617,1991,Poland,0,Regular
user_2618,1973,Poland,0,Regular
user_2619,1984,Estonia,0,Regular
user_2620,1987,Poland,0,Regular
user_2622,1991,Poland,0,Regular
user_2623,1994,United Kingdom,0,Regular
user_2624,1963,Denmark,0,Regular
user_2626,1991,France,0,Regular
user_2627,1968,United Kingdom,0,Regular
user_2628,1982,United Kingdom,0,Regular
user_2629,1974,Poland,0,Regular
user_2630,1996,United Kingdom,0,Regular
user_2631,1990,Lithuania,0,Regular
user_2632,1992,United Kingdom,0,Regular
user_2633,1967,Estonia,0,Regular
user_2634,1997,United Kingdom,0,Regular
user_2635,1985,France,0,Regular
user_2636,1984,United Kingdom,0,Regular
user_2637,1980,Estonia,0,Regular
user_2638,1992,United Kingdom,0,Regular
user_2639,1951,United Kingdom,0,Regular
user_2641,1973,Poland,0,Regular
user_2642,1988,France,0,Regular
user_2643,1978,France,1,Regular
user_2644,1996,United Kingdom,0,Regular
user_2645,1987,Romania,0,Regular
user_2646,1987,United Kingdom,0,Regular
user_2649,1988,France,0,Regular
user_2651,1995,Ireland,0,Regular
user_2652,1985,Estonia,0,Regular
user_2653,1987,Poland,0,Regular
user_2654,1993,Poland,0,Regular
user_2655,1993,Poland,0,Regular
user_2656,1990,Portugal,0,Regular
user_2657,1991,United Kingdom,0,Regular
user_2658,1996,United Kingdom,0,Regular
user_2659,1990,Romania,0,Regular
user_2660,1998,Poland,0,Regular
user_2661,1976,United Kingdom,0,Regular
user_2662,1996,United Kingdom,1,Regular
user_2663,1996,United Kingdom,0,Regular
user_2664,1991,France,0,Regular
user_2665,1979,France,0,Regular
user_2666,1973,Lithuania,0,Regular
user_2667,1962,United Kingdom,0,Regular
user_2668,1995,Malta,0,Premium
user_2669,1984,Poland,0,Regular
user_2670,1996,Poland,0,Regular
user_2671,1984,Poland,1,Regular
user_2672,1990,Romania,0,Regular
user_2673,1966,United Kingdom,1,Regular
user_2674,1959,Poland,0,Regular
user_2675,1977,United Kingdom,0,Regular
user_2676,1988,France,0,Regular
user_2677,1965,Lithuania,0,Regular
user_2678,1990,France,0,Regular
user_2680,1983,Poland,0,Regular
user_2681,1989,Poland,0,Regular
user_2683,1994,Poland,0,Regular
user_2684,1990,Lithuania,0,Regular
user_2686,1984,United Kingdom,1,Regular
user_2689,1993,Poland,0,Regular
user_2690,1989,United Kingdom,0,Regular
user_2691,1977,United Kingdom,0,Regular
user_2692,1970,France,0,Regular
user_2693,1993,Denmark,1,Regular
user_2694,1994,France,0,Regular
user_2695,1992,Poland,0,Regular
user_2696,1996,United Kingdom,0,Regular
user_2697,1993,United Kingdom,0,Regular
user_2698,1968,Poland,0,Regular
user_2699,1991,France,0,Regular
user_2700,1990,Poland,0,Regular
user_2701,1976,United Kingdom,1,Regular
user_2702,1960,United Kingdom,0,Regular
user_2703,1966,United Kingdom,0,Regular
user_2704,1982,Poland,0,Regular
user_2705,1970,Ireland,0,Regular
user_2706,1967,Estonia,1,Special
user_2707,1994,United Kingdom,0,Regular
user_2708,1988,Poland,0,Regular
user_2710,1996,United Kingdom,0,Regular
user_2711,1994,United Kingdom,0,Regular
user_2712,1982,United Kingdom,0,Regular
user_2713,1983,United Kingdom,0,Regular
user_2715,1990,France,0,Regular
user_2716,1961,Poland,0,Regular
user_2717,1981,United Kingdom,0,Regular
user_2718,1988,Poland,0,Regular
user_2719,1984,France,0,Premium
user_2720,1979,United Kingdom,0,Regular
user_2721,1982,Poland,0,Regular
user_2722,1988,Poland,0,Regular
user_2724,1989,France,1,Regular
user_2725,1978,Lithuania,0,Regular
user_2726,1987,Poland,1,Regular
user_2727,1974,Poland,0,Regular
user_2728,1993,Romania,0,Regular
user_2729,1992,France,0,Regular
user_2730,1975,Ireland,0,Regular
user_2731,1987,Denmark,0,Regular
user_2732,1967,Poland,0,Regular
user_2733,1996,Malta,0,Regular
user_2734,1984,France,0,Regular
user_2735,1987,United Kingdom,1,Regular
user_2736,1972,Lithuania,0,Regular
user_2737,1954,Portugal,0,Regular
user_2738,1986,United Kingdom,0,Regular
user_2739,1989,Poland,0,Regular
user_2740,1961,United Kingdom,0,Regular
user_2741,1988,Estonia,0,Regular
user_2742,1962,United Kingdom,0,Regular
user_2743,1991,United Kingdom,0,Regular
user_2744,1960,United Kingdom,0,Regular
user_2745,1975,Poland,0,Regular
user_2746,1980,United Kingdom,0,Regular
user_2747,1983,United Kingdom,0,Regular
user_2748,1962,Lithuania,0,Regular
user_2749,1979,Portugal,0,Regular
user_2750,1982,Estonia,0,Regular
user_2751,1987,Poland,1,Regular
user_2752,1980,France,0,Special
user_2753,1983,United Kingdom,0,Regular
user_2754,1980,United Kingdom,0,Regular
user_2755,1984,France,0,Regular
user_2756,1983,Poland,0,Regular
user_2757,1985,France,0,Regular
user_2758,1995,United Kingdom,0,Regular
user_2759,1955,United Kingdom,0,Regular
user_2760,1982,United Kingdom,1,Regular
user_2761,1962,Estonia,0,Regular
user_2762,1984,Poland,0,Regular
user_2763,1979,Poland,0,Regular
user_2764,1963,Poland,0,Regular
user_2765,1974,United Kingdom,0,Regular
user_2766,1966,France,0,Regular
user_2767,1981,United Kingdom,0,Regular
user_2768,1977,United Kingdom,0,Regular
user_2769,1972,Estonia,0,Regular
user_2770,1959,France,0,Regular
user_2771,1997,United Kingdom,1,Regular
user_2772,1994,Malta,0,Regular
user_2773,1989,Poland,1,Regular
user_2774,1963,United Kingdom,0,Regular
user_2775,1984,Ireland,0,Regular
user_2776,1954,United Kingdom,0,Regular
user_2777,1971,Poland,0,Regular
user_2779,1985,Poland,0,Regular
user_2780,1981,Lithuania,1,Regular
user_2781,1998,Poland,1,Premium
user_2782,1973,Poland,0,Regular
user_2783,1983,Estonia,0,Regular
user_2784,1987,United Kingdom,0,Regular
user_2785,1988,United Kingdom,0,Regular
user_2786,1994,United Kingdom,0,Regular
user_2787,1991,France,0,Regular
user_2788,1977,United Kingdom,0,Regular
user_2789,1986,France,0,Regular
user_2790,1983,France,0,Regular
user_2791,1992,France,1,Regular
user_2792,1986,United Kingdom,0,Regular
user_2793,1991,United Kingdom,0,Regular
user_2794,1989,Poland,0,Regular
user_2795,1968,United Kingdom,0,Regular
user_2796,1962,France,0,Regular
user_2797,1992,United Kingdom,0,Regular
user_2798,1988,Poland,0,Regular
user_2800,1962,United Kingdom,1,Regular
user_2801,1993,United Kingdom,0,Regular
user_2802,1985,United Kingdom,0,Regular
user_2803,1982,Poland,0,Regular
user_2804,1979,Poland,1,Regular
user_2805,1991,Poland,0,Regular
user_2806,1980,Poland,0,Regular
user_2807,1987,Poland,0,Regular
user_2808,1976,Poland,0,Regular
user_2809,1996,Poland,0,Regular
user_2810,1986,Lithuania,0,Regular
user_2811,1988,Ireland,0,Regular
user_2812,1985,Poland,0,Regular
user_2813,1984,United Kingdom,0,Regular
user_2814,1992,Poland,0,Regular
user_2815,1970,United Kingdom,1,Regular
user_2816,1997,France,0,Regular
user_2817,1952,France,0,Regular
user_2819,1981,Poland,0,Regular
user_2820,1987,Romania,1,Regular
user_2821,1996,United Kingdom,0,Regular
user_2823,1953,United Kingdom,0,Regular
user_2824,1995,United Kingdom,0,Regular
user_2825,1967,United Kingdom,0,Regular
user_2826,1997,Poland,0,Regular
user_2827,1984,Denmark,0,Regular
user_2828,1988,Poland,0,Regular
user_2829,1988,Ireland,0,Regular
user_2830,1968,United Kingdom,0,Regular
user_2831,1992,United Kingdom,0,Regular
user_2832,1989,Romania,0,Regular
user_2833,1998,France,0,Regular
user_2834,1990,United Kingdom,0,Regular
user_2835,1980,United Kingdom,0,Regular
user_2836,1979,United Kingdom,0,Regular
user_2837,1980,Romania,0,Regular
user_2839,1962,United Kingdom,1,Special
user_2840,1995,Poland,0,Premium
user_2841,1975,Poland,0,Regular
user_2842,1976,United Kingdom,0,Regular
user_2843,1992,Poland,0,Regular
user_2844,1989,France,0,Regular
user_2845,1979,United Kingdom,0,Regular
user_2846,1995,United Kingdom,0,Regular
user_2847,1995,United Kingdom,0,Regular
user_2849,1990,Estonia,0,Regular
user_2851,1994,United Kingdom,0,Regular
user_2852,1988,Portugal,0,Regular
user_2853,1989,Poland,0,Regular
user_2854,1992,Poland,0,Regular
user_2855,1975,France,0,Regular
user_2856,1965,Estonia,0,Regular
user_2857,1972,Lithuania,0,Regular
user_2858,1986,Estonia,0,Regular
user_2859,1981,Portugal,1,Regular
user_2860,1993,United Kingdom,0,Regular
user_2861,1996,United Kingdom,0,Regular
user_2862,1966,United Kingdom,0,Regular
user_2863,1992,United Kingdom,0,Regular
user_2865,1994,Estonia,1,Regular
user_2866,1987,Romania,0,Regular
user_2867,1992,United Kingdom,0,Regular
user_2868,1983,Poland,0,Regular
user_2869,1977,United Kingdom,1,Regular
user_2870,1986,Poland,0,Regular
user_2872,1992,Poland,0,Regular
user_2873,1969,Estonia,0,Regular
user_2875,1990,Estonia,0,Regular
user_2876,1992,Poland,0,Regular
user_2877,1992,United Kingdom,0,Regular
user_2880,1993,Poland,0,Regular
user_2881,1972,United Kingdom,0,Regular
user_2882,1975,United Kingdom,0,Regular
user_2883,1977,United Kingdom,0,Regular
user_2884,1991,United Kingdom,0,Regular
user_2886,1992,United Kingdom,0,Regular
user_2887,1997,Lithuania,0,Regular
user_2888,1994,Romania,1,Special
user_2890,1991,Poland,0,Regular
user_2892,1997,United Kingdom,1,Regular
user_2893,1983,United Kingdom,0,Regular
user_2894,1997,United Kingdom,0,Regular
user_2895,1958,United Kingdom,0,Regular
user_2896,1989,United Kingdom,0,Regular
user_2897,1989,United Kingdom,0,Regular
user_2898,1974,Estonia,0,Regular
user_2899,1985,Poland,0,Regular
user_2900,1971,United Kingdom,0,Regular
user_2901,1996,France,0,Regular
user_2902,1966,United Kingdom,0,Regular
user_2904,1993,France,0,Regular
user_2905,1989,United Kingdom,0,Regular
user_2906,1987,United Kingdom,0,Regular
user_2907,1991,Poland,0,Regular
user_2908,1991,United Kingdom,1,Regular
user_2909,1958,Ireland,0,Regular
user_2910,1987,France,1,Regular
user_2911,1990,United Kingdom,0,Regular
user_2913,1984,Lithuania,0,Regular
user_2914,2000,Lithuania,0,Regular
user_2915,1980,United Kingdom,0,Regular
user_2917,1975,Portugal,0,Regular
user_2918,1986,Lithuania,0,Regular
user_2919,1987,Poland,1,Premium
user_2920,1979,Ireland,0,Regular
user_2921,1989,Estonia,0,Regular
user_2922,1954,Portugal,0,Regular
user_2923,1986,Lithuania,0,Regular
user_2925,1995,Poland,1,Regular
user_2926,1978,France,0,Regular
user_2927,1988,United Kingdom,0,Regular
user_2928,1971,France,0,Regular
user_2929,1979,Poland,0,Regular
user_2930,1988,United Kingdom,0,Regular
user_2931,1988,United Kingdom,0,Regular
user_2932,1986,Estonia,0,Regular
user_2933,1989,Ireland,0,Regular
user_2935,1977,United Kingdom,0,Regular
user_2936,1976,Poland,0,Premium
user_2937,1995,Poland,0,Regular
user_2938,1989,United Kingdom,0,Regular
user_2939,2000,France,0,Regular
user_2940,1995,France,0,Regular
user_2941,1974,United Kingdom,0,Regular
user_2942,1989,United Kingdom,0,Regular
user_2943,1986,United Kingdom,0,Regular
user_2944,1995,United Kingdom,0,Regular
user_2945,1974,Lithuania,0,Regular
user_2946,1984,United Kingdom,0,Regular
user_2947,1961,France,0,Regular
user_2948,1993,Poland,0,Regular
user_2949,1989,United Kingdom,0,Regular
user_2950,1976,United Kingdom,0,Regular
user_2951,1994,France,0,Regular
user_2952,1965,United Kingdom,0,Regular
user_2953,1950,France,0,Regular
user_2954,1972,Lithuania,0,Regular
user_2955,1988,Poland,0,Regular
user_2956,1985,France,0,Regular
user_2957,2000,Poland,0,Regular
user_2958,1987,Estonia,0,Regular
user_2959,1991,France,0,Regular
user_2960,1984,United Kingdom,0,Regular
user_2961,1994,United Kingdom,0,Regular
user_2962,1989,Poland,0,Regular
user_2963,1987,United Kingdom,0,Regular
user_2964,1990,United Kingdom,0,Regular
user_2965,1961,United Kingdom,0,Regular
user_2966,1975,United Kingdom,0,Regular
user_2967,1964,Estonia,0,Regular
user_2968,1974,United Kingdom,0,Regular
user_2969,1989,United Kingdom,0,Regular
user_2970,1980,United Kingdom,0,Regular
user_2972,1981,Poland,0,Regular
user_2973,1985,Poland,0,Regular
user_2974,1993,United Kingdom,0,Regular
user_2975,1983,Estonia,0,Regular
user_2976,1988,United Kingdom,1,Regular
user_2977,1980,Poland,0,Regular
user_2978,1991,Portugal,1,Regular
user_2979,1967,United Kingdom,0,Regular
user_2980,1980,Poland,0,Regular
user_2981,1978,Poland,0,Regular
user_2984,1991,United Kingdom,0,Regular
user_2985,1990,Poland,0,Regular
user_2986,1991,United Kingdom,0,Regular
user_2987,1986,United Kingdom,0,Regular
user_2989,1974,Poland,0,Regular
user_2990,1985,Estonia,0,Regular
user_2991,1995,Malta,0,Regular
user_2992,1986,Lithuania,0,Regular
user_2993,1986,United Kingdom,0,Regular
user_2995,1971,Poland,0,Regular
user_2996,1988,France,0,Regular
user_2998,1988,Estonia,0,Regular
user_2999,1983,United Kingdom,0,Regular
user_3000,1981,France,0,Regular
user_3001,1997,United Kingdom,0,Regular
user_3002,1982,United Kingdom,0,Regular
user_3005,1983,Poland,0,Regular
user_3006,1957,France,0,Regular
user_3007,1992,France,1,Regular
user_3009,1989,United Kingdom,0,Regular
user_3010,1988,Poland,0,Regular
user_3012,1969,France,0,Regular
user_3013,1987,Poland,0,Regular
user_3014,1998,United Kingdom,1,Premium
user_3015,1991,Malta,0,Regular
user_3016,1988,Malta,0,Regular
user_3018,1994,Lithuania,0,Regular
user_3019,1986,Ireland,0,Regular
user_3020,1993,United Kingdom,1,Regular
user_3022,1989,France,0,Regular
user_3023,1975,Malta,0,Regular
user_3024,1975,Romania,0,Regular
user_3025,1967,Denmark,0,Regular
user_3026,1968,Estonia,0,Regular
user_3027,1982,Romania,1,Premium
user_3028,1995,United Kingdom,0,Regular
user_3030,1978,Lithuania,0,Regular
user_3031,1990,Portugal,0,Regular
user_3032,1966,France,0,Regular
user_3033,1988,United Kingdom,0,Regular
user_3034,1974,United Kingdom,0,Regular
user_3035,1983,United Kingdom,0,Regular
user_3036,1970,Portugal,0,Regular
user_3037,1992,Estonia,0,Regular
user_3038,1972,United Kingdom,0,Regular
user_3039,1994,United Kingdom,0,Regular
user_3040,1986,United Kingdom,0,Regular
user_3041,1960,Poland,0,Regular
user_3042,1985,United Kingdom,0,Regular
user_3043,1969,United Kingdom,0,Regular
user_3045,1962,Estonia,0,Regular
user_3046,1991,United Kingdom,0,Regular
user_3047,1985,United Kingdom,0,Regular
user_3048,1996,Malta,0,Regular
user_3049,1989,Ireland,0,Regular
user_3050,1991,Estonia,0,Regular
user_3052,1981,Poland,1,Regular
user_3053,1989,United Kingdom,0,Regular
user_3054,1971,United Kingdom,0,Regular
user_3055,1994,France,1,Regular
user_3056,1989,United Kingdom,0,Premium
user_3057,1984,Poland,0,Regular
user_3058,1991,Romania,1,Regular
user_3059,1994,United Kingdom,0,Regular
user_3060,1979,Poland,0,Regular
user_3061,1994,Romania,0,Regular
user_3063,1977,Poland,1,Regular
user_3064,1962,United Kingdom,1,Special
user_3065,1984,Romania,0,Regular
user_3066,1977,Poland,0,Regular
user_3067,1997,Poland,0,Regular
user_3068,1999,United Kingdom,0,Regular
user_3069,1996,France,0,Regular
user_3070,1971,United Kingdom,0,Regular
user_3071,1998,Estonia,0,Regular
user_3072,1986,Lithuania,0,Regular
user_3074,1982,United Kingdom,0,Regular
user_3075,1991,Portugal,0,Regular
user_3076,1981,United Kingdom,1,Regular
user_3077,1992,Poland,0,Regular
user_3078,1993,United Kingdom,0,Regular
user_3079,1980,United Kingdom,0,Regular
user_3080,1978,Poland,0,Regular
user_3081,1989,Poland,0,Regular
user_3083,1962,Portugal,0,Regular
user_3085,1972,Poland,0,Regular
user_3086,1973,Poland,0,Regular
user_3087,1988,Portugal,0,Regular
user_3088,1984,United Kingdom,0,Regular
user_3089,1978,Poland,1,Premium
user_3090,1992,Romania,0,Regular
user_3091,1992,United Kingdom,0,Regular
user_3092,1990,France,0,Regular
user_3093,1970,Denmark,0,Regular
user_3094,1997,France,0,Regular
user_3095,1972,United Kingdom,0,Regular
user_3096,1982,Lithuania,0,Regular
user_3097,1984,Poland,0,Regular
user_3098,1985,United Kingdom,0,Regular
user_3099,1973,Romania,0,Regular
user_3100,1991,Poland,0,Regular
user_3101,1989,Romania,1,Regular
user_3102,1985,United Kingdom,0,Regular
user_3103,1986,France,0,Regular
user_3104,1997,United Kingdom,1,Regular
user_3105,1983,United Kingdom,0,Regular
user_3106,1988,United Kingdom,0,Regular
user_3107,1999,France,0,Regular
user_3108,1988,France,0,Regular
user_3109,1957,United Kingdom,0,Regular
user_3110,1985,France,0,Regular
user_3111,1991,France,0,Special
user_3112,1985,France,0,Regular
user_3113,1987,United Kingdom,0,Regular
user_3114,1979,United Kingdom,0,Regular
user_3115,1991,United Kingdom,0,Regular
user_3116,1993,United Kingdom,0,Regular
user_3117,1993,United Kingdom,0,Regular
user_3118,1980,Malta,0,Regular
user_3119,1984,Estonia,1,Regular
user_3120,1997,Estonia,0,Regular
user_3121,1996,France,0,Regular
user_3122,1986,United Kingdom,0,Regular
user_3123,1965,United Kingdom,0,Regular
user_3124,1967,United Kingdom,0,Regular
user_3125,1962,Poland,0,Regular
user_3126,1979,Poland,0,Regular
user_3127,1973,Poland,0,Regular
user_3128,1988,Poland,0,Regular
user_3129,1966,United Kingdom,1,Regular
user_3131,1995,United Kingdom,0,Regular
user_3132,1989,United Kingdom,0,Regular
user_3133,1991,United Kingdom,0,Regular
user_3134,1982,United Kingdom,0,Regular
user_3135,1993,Lithuania,1,Premium
user_3137,1979,Estonia,0,Regular
user_3139,1979,Denmark,0,Regular
user_3140,1981,United Kingdom,0,Regular
user_3141,1964,United Kingdom,0,Regular
user_3142,1985,United Kingdom,0,Regular
user_3143,1977,United Kingdom,1,Premium
user_3144,1994,Poland,0,Regular
user_3145,1972,United Kingdom,0,Regular
user_3146,1979,United Kingdom,0,Regular
user_3147,1979,United Kingdom,0,Regular
user_3148,1987,Estonia,1,Regular
user_3149,1986,United Kingdom,0,Regular
user_3150,1991,Portugal,0,Regular
user_3151,1986,United Kingdom,0,Regular
user_3152,1988,Ireland,0,Regular
user_3153,1991,Poland,0,Regular
user_3154,1984,United Kingdom,0,Regular
user_3155,1972,France,0,Regular
user_3156,1953,United Kingdom,0,Regular
user_3157,1977,United Kingdom,0,Regular
user_3159,1962,Poland,0,Regular
user_3160,1983,United Kingdom,0,Regular
user_3161,1993,United Kingdom,0,Regular
user_3162,1989,Poland,0,Regular
user_3163,1988,France,0,Regular
user_3164,1991,United Kingdom,0,Regular
user_3165,1996,France,0,Regular
user_3166,1992,France,0,Regular
user_3167,1979,Denmark,0,Regular
user_3169,1996,United Kingdom,0,Regular
user_3170,1973,Portugal,0,Regular
user_3171,1956,Poland,0,Regular
user_3173,1992,France,0,Regular
user_3174,1991,United Kingdom,1,Regular
user_3175,1999,United Kingdom,0,Regular
user_3176,1982,Ireland,0,Regular
user_3177,1984,United Kingdom,0,Premium
user_3178,1983,United Kingdom,0,Regular
user_3179,1983,United Kingdom,1,Regular
user_3180,1994,United Kingdom,0,Regular
user_3181,1992,Ireland,0,Regular
user_3182,1980,France,0,Regular
user_3183,1985,Denmark,1,Special
user_3184,1991,Poland,1,Regular
user_3186,1966,Poland,0,Regular
user_3187,1997,Lithuania,0,Regular
user_3188,1981,Poland,0,Regular
user_3189,1974,United Kingdom,0,Regular
user_3190,1984,Poland,0,Regular
user_3191,1984,United Kingdom,0,Special
user_3192,1995,Lithuania,0,Regular
user_3194,1996,United Kingdom,0,Regular
user_3195,1987,Poland,0,Regular
user_3196,1983,Portugal,0,Regular
user_3197,1971,United Kingdom,1,Regular
user_3198,1996,France,1,Premium
user_3201,1974,Estonia,0,Regular
user_3202,1995,United Kingdom,0,Regular
user_3203,1972,Poland,0,Regular
user_3204,1989,United Kingdom,1,Premium
user_3205,1991,Ireland,0,Regular
user_3207,1975,Poland,0,Regular
user_3209,1998,Lithuania,0,Regular
user_3210,1989,United Kingdom,0,Regular
user_3211,1981,Poland,0,Regular
user_3212,1992,United Kingdom,0,Regular
user_3213,1955,France,0,Regular
user_3214,1957,Poland,1,Premium
user_3215,1980,Portugal,0,Regular
user_3216,1973,United Kingdom,0,Regular
user_3218,1988,Portugal,0,Regular
user_3219,1996,Poland,0,Regular
user_3220,1985,Poland,0,Regular
user_3221,1981,Portugal,0,Regular
user_3222,1994,Portugal,0,Regular
user_3223,1984,United Kingdom,0,Regular
user_3225,1979,France,0,Regular
user_3226,1973,Ireland,0,Regular
user_3227,1976,France,0,Special
user_3228,1983,Poland,0,Regular
user_3229,1996,United Kingdom,0,Regular
user_3231,1972,United Kingdom,0,Regular
user_3233,1994,United Kingdom,0,Premium
user_3235,1953,United Kingdom,0,Regular
user_3236,1975,United Kingdom,0,Premium
user_3238,1985,United Kingdom,0,Regular
user_3239,1957,United Kingdom,0,Regular
user_3240,1984,Poland,0,Regular
user_3242,1956,Ireland,0,Regular
user_3245,1993,Portugal,0,Regular
user_3246,2000,United Kingdom,0,Regular
user_3247,1986,Poland,0,Regular
user_3248,1985,United Kingdom,0,Regular
user_3249,1965,France,0,Regular
user_3250,1982,Ireland,0,Special
user_3251,1989,United Kingdom,1,Regular
user_3252,1988,Romania,0,Regular
user_3253,1989,United Kingdom,0,Regular
user_3254,1981,Ireland,0,Regular
user_3255,1985,France,0,Regular
user_3256,1992,United Kingdom,1,Regular
user_3257,1988,United Kingdom,0,Regular
user_3258,1990,United Kingdom,0,Regular
user_3260,1997,United Kingdom,0,Regular
user_3261,1984,Estonia,0,Regular
user_3262,1985,United Kingdom,0,Regular
user_3263,1969,United Kingdom,1,Regular
user_3264,1979,Denmark,0,Regular
user_3265,1976,United Kingdom,0,Regular
user_3266,1990,Poland,0,Regular
user_3267,1974,France,0,Regular
user_3268,1996,United Kingdom,0,Regular
user_3269,1990,Poland,0,Regular
user_3270,1979,Poland,0,Regular
user_3272,1986,Romania,1,Premium
user_3273,1973,United Kingdom,1,Regular
user_3274,1993,Portugal,0,Regular
user_3275,1991,France,0,Regular
user_3276,1991,Poland,0,Regular
user_3277,1987,United Kingdom,0,Regular
user_3278,1989,Poland,0,Regular
user_3279,1978,United Kingdom,0,Regular
user_3280,1989,United Kingdom,0,Regular
user_3281,1981,United Kingdom,0,Regular
user_3282,1988,France,0,Regular
user_3283,1991,United Kingdom,0,Regular
user_3284,1949,United Kingdom,0,Regular
user_3285,1937,United Kingdom,0,Regular
user_3286,1993,Poland,1,Regular
user_3287,1988,Poland,0,Regular
user_3288,1995,Romania,0,Regular
user_3289,1979,United Kingdom,0,Regular
user_3290,1991,Poland,0,Regular
user_3291,1994,United Kingdom,0,Regular
user_3292,1996,France,0,Regular
user_3293,1992,Romania,1,Premium
user_3294,1982,Denmark,1,Premium
user_3295,1991,Poland,1,Regular
user_3296,1990,Portugal,1,Special
user_3297,1995,Poland,1,Regular
user_3298,1968,Poland,0,Regular
user_3299,1955,Portugal,0,Regular
user_3300,1991,Poland,1,Regular
user_3301,1989,France,0,Regular
user_3302,1989,United Kingdom,0,Regular
user_3303,1992,United Kingdom,0,Regular
user_3304,1968,Ireland,0,Premium
user_3306,1997,Ireland,0,Regular
user_3307,1978,Ireland,0,Regular
user_3308,1988,France,0,Regular
user_3309,1991,Portugal,0,Regular
user_3310,1986,United Kingdom,0,Regular
user_3311,1985,France,0,Regular
user_3312,2000,Poland,0,Regular
user_3313,1975,United Kingdom,0,Regular
user_3314,1983,France,0,Regular
user_3316,1987,France,1,Regular
user_3317,1995,Poland,0,Regular
user_3318,1984,Estonia,0,Regular
user_3319,1992,France,0,Regular
user_3320,1980,Poland,0,Regular
user_3321,1995,Lithuania,0,Regular
user_3322,1980,United Kingdom,1,Special
user_3323,1970,United Kingdom,0,Regular
user_3325,1992,United Kingdom,0,Regular
user_3326,1982,United Kingdom,0,Regular
